file,expected,rank,ms,top1,top5,top10,top20,answer_1
img_305.jpg,"ITC Benguiat",1,15739,1,1,1,1,Benguiat
img_306.jpg,"ITC Berkeley Old Style",16,6843,0,0,0,1,"Cormorant Garamond"
img_307.jpg,"ITC Bradley Hand",6,8545,0,0,1,1,"Fresh Marker"
img_308.jpg,"ITC Cheltenham","not found",18825,0,0,0,0,"Rotis Serif"
img_309.jpg,"ITC Clearface","not found",7294,0,0,0,0,Fanwood
img_310.jpg,"ITC Edwardian Script",5,6646,0,1,1,1,"Kuenstler Script"
img_311.jpg,"ITC Garamond",8,5063,0,0,1,1,"Times New Roman"
img_312.jpg,"ITC Lubalin Graph",4,6615,0,1,1,1,Abrupt
img_313.jpg,"ITC New Baskerville",17,5954,0,0,0,1,"Adobe Garamond"
img_314.jpg,"ITC Officina Serif","not found",7102,0,0,0,0,"Zilla Slab"
img_315.jpg,"ITC Serif Gothic","not found",7082,0,0,0,0,Abrupt
img_316.jpg,"ITC Souvenir",6,8836,0,0,1,1,"Cooper Old Style"
img_317.jpg,"ITC Stone Serif","not found",6456,0,0,0,0,Gentium
img_318.jpg,"JMH Typewriter",3,6996,0,1,1,1,"Courier New"
img_319.jpg,Joanna,"not found",6571,0,0,0,0,Palatino
img_320.jpg,"Joanna Nova","not found",7014,0,0,0,0,"Crimson Text"
img_321.jpg,"Josefin Sans",17,6135,0,0,0,1,Futura
img_322.jpg,"Josefin Slab",1,7136,1,1,1,1,"Josefin Slab"
img_323.jpg,"Joseph Sophia","not found",6421,0,0,0,0,Delighted
img_324.jpg,Jost,6,6315,0,0,1,1,Futura
img_325.jpg,Juana,"not found",7141,0,0,0,0,"Cormorant Garamond"
img_326.jpg,Kalam,16,5933,0,0,0,1,"Segoe Print"
img_327.jpg,Kanit,"not found",6799,0,0,0,0,"Titillium Web"
img_328.jpg,Karla,3,4882,0,1,1,1,"Work Sans"
img_329.jpg,"Kastella Script","not found",6597,0,0,0,0,Lobster
img_330.jpg,"Kaushan Script",1,5774,1,1,1,1,"Kaushan Script"
img_331.jpg,"Keep on Truckin","not found",6905,0,0,0,0,"Cooper Black"
img_332.jpg,"KG Red Hands","not found",6417,0,0,0,0,"Comic Sans MS"
img_333.jpg,Khand,"not found",6249,0,0,0,0,"Saira Condensed"
img_334.jpg,"Kids Draw","not found",7997,0,0,0,0,Abrupt
img_335.jpg,"Kids Zona","not found",7356,0,0,0,0,Chewy
img_336.jpg,Knockout,"not found",7270,0,0,0,0,Compacta
img_337.jpg,Kollera,"not found",6650,0,0,0,0,Bodoni
img_338.jpg,"Komika Axis",2,7452,0,1,1,1,"Badaboom BB"
img_339.jpg,"Kuenstler Script",1,7160,1,1,1,1,"Kuenstler Script"
img_340.jpg,"La Luxes","not found",6410,0,0,0,0,Rosarivo
img_341.jpg,Larken,"not found",7045,0,0,0,0,"Kaisei Tokumin"
img_342.jpg,Lato,8,5004,0,0,1,1,"Segoe UI"
img_343.jpg,"Lemon Milk","not found",5953,0,0,0,0,Futura
img_344.jpg,"Lemon Yellow Sun","not found",6275,0,0,0,0,"Amatic SC"
img_345.jpg,Letteria,"not found",7539,0,0,0,0,Bourbon
img_346.jpg,Lexend,"not found",5830,0,0,0,0,"Century Gothic"
img_347.jpg,"Lexend Deca","not found",5993,0,0,0,0,"Century Gothic"
img_348.jpg,"Libre Baskerville","not found",6917,0,0,0,0,Palatino
img_349.jpg,"Libre Franklin","not found",6113,0,0,0,0,"Fira Sans"
img_350.jpg,Lilita,5,7095,0,1,1,1,"Fredoka One"
img_351.jpg,Limited,"not found",6881,0,0,0,0,"Hello Honey"
img_352.jpg,"Linotype Didot",6,6386,0,0,1,1,"Bodoni Moda"
img_353.jpg,Lobster,1,6718,1,1,1,1,Lobster
img_354.jpg,"Lobster Two",2,7292,0,1,1,1,Abrupt
img_355.jpg,Lora,"not found",6411,0,0,0,0,Gentium
img_356.jpg,"Louis George","not found",5984,0,0,0,0,"Century Gothic"
img_357.jpg,Love,"not found",7274,0,0,0,0,Abrupt
img_358.jpg,Lovelace,"not found",7261,0,0,0,0,"Silk Serif"
img_359.jpg,"Lovely May","not found",11776,0,0,0,0,"Brittany Signature"
img_360.jpg,"Ltt Recoleta",13,7715,0,0,0,1,"Abril Fatface"
img_361.jpg,"Luckiest Guy",2,8108,0,1,1,1,"Lilita One"
img_362.jpg,Macklin,"not found",7056,0,0,0,0,"Rozha One"
img_363.jpg,"MADE Tommy","not found",6223,0,0,0,0,Montserrat
img_364.jpg,Madina,"not found",6071,0,0,0,0,"Great Vibes"
img_365.jpg,Mafra,"not found",7853,0,0,0,0,"Source Serif Pro"
img_366.jpg,"Maison Neue","not found",6126,0,0,0,0,Manrope
img_367.jpg,Mangrove,"not found",6204,0,0,0,0,Pacifico
img_368.jpg,Manrope,4,6556,0,1,1,1,Karla
img_369.jpg,Marcellus,"not found",6470,0,0,0,0,"Friz Quadrata"
img_370.jpg,Marola,"not found",5999,0,0,0,0,Abrupt
img_371.jpg,Martel,"not found",5977,0,0,0,0,"Droid Serif"
img_372.jpg,Marysville,"not found",6103,0,0,0,0,Lobster
img_373.jpg,"Masa Groovy","not found",7517,0,0,0,0,"Chubby Cheeks"
